agricultrendspricechangeregression.country,agricultrendspricechangeregression.crop,agricultrendspricechangeregression.coefficient,agricultrendspricechangeregression.intercept
Netherlands,Spinach,2.866553801179546E-6,5.677995173040792E-6
Indonesia,Pumpkins squash and gourds,-2.6464880272981727E-7,8.539859381669619E-8
Iraq,Cauliflowers and broccoli,2.7093383123253993E-6,7.854943085964619E-5
Luxembourg,Cherries,-1.4962852302612971E-6,3.227064873855681E-6
Ukraine,Beans dry,6.40917845134899E-5,2.757205966352946E-4
Ethiopia,Nutmeg mace and cardamoms,1.5440697058034498E-6,8.073015072135657E-5
Zimbabwe,Tea,4.962539677792266E-5,6.035656375290971E-4
Panama,Oil palm fruit,-1.6586470637620222E-6,4.8047333233841226E-5
Malta,Apples,2.164228712795154E-6,2.2272410458205872E-4
Guinea,Coconuts,-4.653159977689183E-8,1.7742561998111924E-5
Iraq,Onions dry,-8.767766825093565E-6,6.573502157488335E-5
China,Sugar cane,2.949466338245333E-5,7.378532823478678E-5
Yemen,Seed cotton,-7.500745148309447E-6,1.371244459300578E-4
Cyprus,Artichokes,-6.343344982165364E-6,8.794370580440876E-5
Serbia,Potatoes,1.2324571666379237E-5,8.176826794885852E-5
Senegal,Vegetables fresh nes,-3.711599529654947E-6,3.02669895281826E-6
Afghanistan,Wheat,-1.1451039635713493E-6,9.804014422459717E-5
Lithuania,Rye,-1.625067222798865E-5,2.181530631912895E-4
Japan,Apricots,1.3498485188534425E-6,-7.996046744997778E-6
Malaysia,Fruit citrus nes,2.49132094983437E-6,6.204534146255325E-4
Togo,Groundnuts with shell,1.6071142765350097E-6,2.4320932291102662E-4
Croatia,Cherries sour,-1.3774429480351948E-5,6.154825781566082E-5
Dominican Republic,Potatoes,-4.42825532158686E-5,1.028971838714745E-4
Costa Rica,Carrots and turnips,-9.723134605588147E-5,1.2142541005216567E-4
Bosnia and Herzegovina,Strawberries,4.296902816018825E-6,3.0173039747441897E-5
Israel,Lemons and limes,2.4840531263534554E-5,0.0013115900744741702
Bolivia (Plurinational State of),Grapes,1.3929132991141286E-5,3.765775982863606E-4
Mexico,Watermelons,5.953363631592212E-6,5.096020115976695E-4
Costa Rica,Coffee green,1.6774124190256792E-6,4.1590123683138327E-4
India,Peaches and nectarines,2.402762439682652E-6,8.84517910372283E-5
Lao People's Democratic Republic,Tea,6.927881383993036E-6,1.6275625863983837E-4
Serbia,Sugar beet,-7.271894222715005E-6,3.858497047373504E-5
Romania,Peas green,-1.813065182845258E-5,2.2212663393418104E-4
United Kingdom of Great Britain and Northern Ireland,Pears,-1.3792349573080553E-4,1.5049266483051506E-4
Uruguay,Olives,-1.1256558036225527E-5,1.565388951773221E-4
India,Oranges,2.3231211455669223E-5,4.2047951850605534E-4
Oman,Potatoes,6.637754442954768E-9,5.67802816362309E-8
Niger,Cabbages and other brassicas,-9.348473601848518E-6,1.7129387012647435E-5
Poland,Fruit stone nes,1.1616162124999692E-4,2.148995995376173E-4
New Zealand,Barley,-4.77139079834207E-6,1.0941301589146575E-4
Lebanon,Almonds with shell,2.1800859973406934E-5,1.7310903945787115E-4
France,Plums and sloes,-1.2062730052243015E-4,2.604144849903495E-4
China,Broad beans horse beans dry,2.6108393655015223E-6,1.2889020920999334E-4
Serbia,Plums and sloes,0.0,1.0122180462259739E-4
Canada,Cherries sour,-1.544012704071616E-5,7.659548771375456E-5
United Republic of Tanzania,Tomatoes,-2.5259838529391112E-5,2.0418554654967288E-4
Saudi Arabia,Wheat,1.086930956756894E-5,7.163006760852092E-5
Serbia,Beans dry,-1.1379829459212502E-5,2.8688658587068456E-5
Azerbaijan,Walnuts with shell,1.0375896292956011E-4,6.543646695580807E-5
Hungary,Roots and tubers nes,1.800430119791854E-6,1.1648412365027161E-4
Canada,Sunflower seed,-6.317839583331832E-5,1.437183639612663E-4
Timor-Leste,Cucumbers and gherkins,1.298936198694816E-5,1.022005638566987E-5
India,Cauliflowers and broccoli,7.1764881303755996E-6,8.38634360284451E-5
Finland,Cauliflowers and broccoli,9.723076662057395E-6,1.0508877597160531E-4
Saudi Arabia,Dates,-5.067418157606466E-6,1.9309382650983708E-4
Bangladesh,Fruit tropical fresh nes,-4.104881238561967E-6,1.5442265634481314E-4
Netherlands,Poppy seed,2.60816659756137E-5,2.9394466056150276E-5
Brazil,Pineapples,4.252248287602483E-5,2.738934902974931E-4
Brazil,Castor oil seed,4.687686969850715E-6,2.284946021968604E-5
Mauritius,Tobacco unmanufactured,-1.578647942595362E-5,1.721859113637731E-4
Nepal,Linseed,4.203664413512192E-5,4.377806094696402E-4
Yemen,Chillies and peppers green,2.257745146847833E-5,8.584814063098E-5
Israel,Quinces,-3.9040504223735385E-6,9.322545023792342E-4
Greece,Strawberries,-1.604989035495983E-6,2.0532429002380939E-4
Croatia,Carrots and turnips,2.2248500677066625E-6,4.819258859324622E-5
Trinidad and Tobago,Avocados,6.017551070707948E-7,3.5196996828669135E-6
Poland,Oilseeds nes,7.018015079193173E-5,3.410733993798495E-4
Belarus,Triticale,4.154401418574384E-5,1.4209571306206901E-4
Paraguay,Groundnuts with shell,-4.6788133849121924E-5,3.783447017137591E-4
United States of America,Peaches and nectarines,-2.0356126873333172E-5,1.1348439538250606E-4
Mauritius,Vegetables fresh nes,6.500479320177667E-6,1.7117219289955137E-4
Australia,Lupins,-9.333810056900811E-6,7.084990398784148E-5
C�te d'Ivoire,Seed cotton,-2.2421107442208875E-5,4.2621157076767836E-5
Morocco,Berries nes,8.522689677243554E-6,1.2083140166446942E-4
Peru,Lupins,3.548827814090581E-5,5.895798061335658E-4
Lebanon,Vetches,8.16733470594436E-5,4.8005844380701913E-4
Portugal,Nuts nes,5.278461017544013E-8,1.3831440421295762E-4
Qatar,Dates,8.176525880825796E-6,-2.156778588517185E-5
Afghanistan,Watermelons,1.8965114569068252E-6,9.266686549846044E-6
Syrian Arab Republic,Onions shallots green,-6.696024703143476E-6,3.8761839430832715E-4
Burkina Faso,Maize,7.031273919629509E-6,2.7241236218494298E-5
Gambia,Cassava,1.3646450700266975E-6,1.374404281072462E-4
Greece,Lettuce and chicory,6.103797075488534E-6,1.9253439597011738E-4
Czechia,Tomatoes,-3.0501154737773255E-5,4.752984983632814E-5
Jordan,Plums and sloes,-7.997450970893862E-5,3.3136997619561943E-4
Venezuela (Bolivarian Republic of),Coffee green,1.5492221313184213E-6,6.7513991988253E-4
Republic of Korea,Apples,-1.4105661699879232E-5,2.9159128463574944E-4
Canada,Maize,3.70805900912374E-6,1.0194943903070134E-4
Bulgaria,Chillies and peppers green,-2.9273773463334517E-5,1.4175439483693763E-4
Bolivia (Plurinational State of),Papayas,1.0186145761419953E-5,3.0463369560122843E-5
Georgia,Tea,7.402265006228364E-6,1.267319733653497E-4
New Zealand,Wheat,1.0388999056326074E-5,1.3510737512594225E-4
Italy,Lemons and limes,-5.5648754354325965E-6,1.5283032818428393E-4
Japan,Onions shallots green,1.7073998806911977E-6,1.6691457101123306E-4
Honduras,Lettuce and chicory,9.607454934594158E-7,8.05178109101206E-5
Cabo Verde,Garlic,-8.587074154929118E-6,3.4953925381474433E-6
Iran (Islamic Republic of),Almonds with shell,4.071179574404754E-6,1.8411714770541704E-4
Portugal,Grapefruit inc. pomelos,2.503506434881191E-5,1.6930953455154005E-4
Nigeria,Rubber natural,-1.1811021553449908E-5,8.758481834837224E-5
C�te d'Ivoire,Oil palm fruit,-5.995218924556426E-6,5.708218301712438E-5
Hungary,Eggplants aubergines,-1.2490516978746166E-5,1.1710401667143392E-4
Philippines,Rubber natural,5.274508839887004E-5,2.8714735999253206E-4
Guyana,Chillies and peppers green,1.1640096452847442E-5,4.336349682821754E-5
C�te d'Ivoire,Cocoa beans,5.319409814569358E-6,2.0953287536143122E-4
Jamaica,Tangerines mandarins clementines satsumas,1.083671500264723E-4,4.7274270659783277E-4
Mozambique,Oranges,1.205001581465239E-5,2.2928501709940365E-4
South Africa,Groundnuts with shell,-7.978009361844058E-5,3.2149203418359746E-4
Rwanda,Onions dry,1.8924123134688596E-6,5.489366235781643E-5
Dominican Republic,Onions dry,-5.196744460912449E-6,1.9691759704237838E-4
Albania,Cauliflowers and broccoli,-3.441807237170569E-5,2.469860214377904E-5
Pakistan,Maize,6.534426630511669E-6,2.893101267856217E-4
Mexico,Sunflower seed,-8.90956012263336E-4,5.84500463058321E-4
Thailand,Cucumbers and gherkins,-8.097822378487707E-7,1.259853168548118E-4
Mexico,Cauliflowers and broccoli,1.3811622315783144E-4,5.38259887959155E-4
Costa Rica,Plantains and others,1.571196980117785E-5,3.702125413003085E-4
Nigeria,Cocoa beans,2.70804832844223E-5,4.2775976308868805E-4
Honduras,Coconuts,1.0595810725308536E-4,2.077544802450316E-4
Senegal,Tomatoes,-3.171580904895208E-5,4.453842755791526E-5
Canada,Oats,1.5931496494735587E-5,1.3228149183450676E-4
Nepal,Papayas,4.766043519868236E-6,3.6673782005384194E-5
Japan,Sugar cane,-9.068943353735363E-6,1.311822311086631E-4
Mali,Tea,-6.557606877472632E-6,5.7170933342499767E-5
Tunisia,Linseed,-2.2972783691970845E-5,9.242225187979556E-5
Canada,Wheat,-7.755285369190686E-5,2.5348912697360754E-4
Panama,Onions dry,3.2273647806545756E-6,1.6362918967792627E-4
Israel,Peaches and nectarines,-8.965849224866315E-5,8.065738235700611E-4
Cameroon,Coffee green,2.642893193472902E-5,1.3604006277399112E-4
Chad,Groundnuts with shell,-1.1110238663009832E-5,2.4397170963853457E-5
Turkmenistan,Grapes,1.8269074193469413E-6,2.488380690192888E-4
Mexico,Carobs,1.6514458548480906E-5,2.6570789599464643E-4
C�te d'Ivoire,Rice paddy,2.4489880797842413E-5,2.1942101797401128E-4
Belize,Yautia cocoyam,3.848339309369635E-6,-8.5363162862381E-6
Malawi,Bananas,3.6423737305749755E-6,1.4909860444525252E-4
Italy,Chillies and peppers green,2.351888667468765E-7,1.673928527552323E-4
South Africa,Pears,-2.5274131739503182E-5,2.5770905227027834E-4
Russian Federation,Cherries,-1.650124902711412E-5,2.1482201556514982E-4
Guyana,Mangoes mangosteens guavas,2.6403547696639526E-6,1.8190627588065663E-4
India,Beans green,1.439066219290996E-6,1.0528184872351933E-4
Belarus,Sunflower seed,4.6898082360641064E-4,8.38333790600305E-4
Turkey,Onions shallots green,2.280417138814919E-5,5.458568485713328E-4
Israel,Groundnuts with shell,1.4346789560750568E-5,6.940433202244322E-4
Honduras,Rice paddy,3.535596530890676E-5,2.1316558222190732E-4
Sri Lanka,Rice paddy,1.5352467745622147E-5,2.515652014769524E-4
Zimbabwe,Sorghum,-2.466125988934238E-6,1.728022847665839E-4
Angola,Cassava,-7.870367168409516E-6,8.294699995708473E-5
Denmark,Pulses nes,8.097012106336974E-6,6.63687354040871E-5
Zambia,Bananas,-1.2394643226080835E-7,2.522600166022342E-5
Mexico,Raspberries,4.752544493067828E-4,4.569553821742652E-4
Congo,Lemons and limes,6.178031551513731E-7,1.655674409546051E-5
Romania,Eggplants aubergines,-3.8648740798665005E-5,2.5262966005010266E-4
Turkey,Okra,8.386514463726774E-6,6.643937438869235E-4
Pakistan,Nuts nes,-5.440153443049369E-7,9.434123540582131E-5
Cyprus,Cucumbers and gherkins,-1.381722155286936E-5,1.881562374971758E-4
Bangladesh,Chillies and peppers dry,-5.53823665108039E-5,4.533678522898185E-4
Senegal,Maize,2.516931355348425E-6,1.3676743128098006E-5
Viet Nam,Sugar cane,1.4071065212266115E-7,5.5748854437220286E-5
Panama,Tobacco unmanufactured,4.206289444627233E-6,8.311850015993106E-5
Azerbaijan,Quinces,9.879064056370602E-7,7.769906756140195E-5
Algeria,Potatoes,1.6494664327026253E-5,2.77555950006183E-4
Spain,Peaches and nectarines,-1.3831983600905563E-4,2.356772589696424E-4
Algeria,Rapeseed,-2.4674919848705926E-7,1.0936451972168533E-6
Algeria,Carrots and turnips,8.424198023207614E-6,1.977633661216437E-4
Norway,Barley,4.77563973010326E-6,5.8620390012430864E-5
Japan,Onions dry,-1.325189455392709E-6,3.8544325127262924E-5
France,Lemons and limes,-1.1193841064249615E-6,3.2894547229768797E-4
Canada,Tomatoes,-3.941158693295047E-5,6.49155358216948E-6
Syrian Arab Republic,Nuts nes,1.3666742803883141E-5,8.887151335505544E-5
Chile,Artichokes,-5.629926140915575E-6,1.1762842129843056E-5
Madagascar,Grapefruit inc. pomelos,-1.620200454806185E-5,1.0894780212085842E-4
Japan,Sugar beet,-7.444938235121686E-6,3.626123357825775E-5
Germany,Carrots and turnips,-4.5925746544453025E-5,5.061258024441535E-5
Germany,Poppy seed,-1.838440936374745E-6,3.0363176433195785E-5
Romania,Tobacco unmanufactured,4.58931673961072E-5,5.668299688036938E-4
Cyprus,Watermelons,-2.5600669788701473E-5,2.4213148645739038E-4
Canada,Asparagus,-5.122695044646914E-6,1.1403271104248213E-4
Italy,Wheat,6.907958332635092E-6,1.3172643422311504E-4
Guinea-Bissau,Lemons and limes,-2.981017833029673E-6,4.853425285696096E-5
France,Maize,-1.9219246068226742E-5,9.832468615158267E-5
Chile,Sunflower seed,3.2671079800229027E-6,1.1717127473300458E-4
Zimbabwe,Bananas,8.086275605758866E-6,2.474946730024399E-4
Zambia,Groundnuts with shell,-1.807219793057647E-5,4.6722014866853263E-4
Romania,Seed cotton,3.97872823053006E-6,1.6938936536162451E-4
South Africa,Soybeans,-2.9438601414628715E-5,2.199513286113441E-4
Bolivia (Plurinational State of),Oats,-7.077775716053432E-5,1.5076434705035724E-4
Chile,Melons other inc.cantaloupes,-3.0073929851324012E-5,2.248291464688473E-4
Portugal,Olives,-1.7357365760421462E-5,1.1888685352238772E-6
Nepal,Mangoes mangosteens guavas,-2.0993997511128626E-5,1.7795325266141656E-5
Iran (Islamic Republic of),Chick peas,-7.637110702891717E-6,6.725127033065653E-4
Fiji,Pineapples,-2.831814024289461E-5,4.59691721383049E-4
Cameroon,Tea,-2.202299589670016E-6,-7.9693404604104E-6
Austria,Cucumbers and gherkins,-2.456845302178965E-6,1.0173617263865407E-4
Kenya,Barley,2.0581458168350706E-5,1.907983544743608E-4
Finland,Vegetables fresh nes,2.0214425799542885E-5,7.678314316054454E-5
Slovakia,Strawberries,6.6317725835252646E-6,5.773310249610043E-5
Saint Lucia,Ginger,2.0862755533827305E-6,3.2786083444191316E-5
Egypt,Sorghum,-2.2389277679964158E-5,3.052297212923679E-4
Albania,Cherries,5.064215202399528E-6,4.973314351753283E-5
Gambia,Millet,-2.680842051192596E-5,3.229908494159944E-4
Angola,Sweet potatoes,-1.4568688379732206E-5,3.648066206985733E-5
China,Apricots,-2.0589924725092454E-5,6.8817952393576E-5
Colombia,Yams,-2.078131308738952E-6,4.750838363754063E-4
Serbia,Peaches and nectarines,-1.661641507612075E-5,4.45203663369616E-5
El Salvador,Bastfibres other,3.593504693295845E-5,1.4925207268421572E-4
Argentina,Broad beans horse beans dry,-4.514169643431141E-5,2.3537416359806015E-4
Dominican Republic,Chillies and peppers green,-1.979025851621565E-5,4.436362269969601E-4
Chile,Lemons and limes,1.299725163193294E-4,1.2640377360744918E-4
Estonia,Sugar beet,2.1287901089433678E-5,5.6694676807667585E-5
United Kingdom of Great Britain and Northern Ireland,Grain mixed,2.4120141603468156E-6,1.5025985424267066E-4
Armenia,Cabbages and other brassicas,6.761192057294678E-6,9.626138178175579E-5
Turkey,Millet,-4.466394233419308E-6,1.1619727337263695E-4
Yemen,Pumpkins squash and gourds,2.7953910605094646E-6,1.312523136874322E-4
Bangladesh,Millet,4.113757341598398E-5,2.1758783112637976E-4
Greece,Asparagus,4.9153045645683714E-5,9.863077220139993E-5
Viet Nam,Grapefruit inc. pomelos,1.564266006547256E-5,1.8958616217370754E-4
Austria,Currants,1.2648960171559043E-5,3.362950107342118E-4
Brazil,Sisal,-1.6136223335462045E-5,3.1481564737432014E-4
Madagascar,Cloves,-1.4362461384730454E-5,4.5586921604422214E-4
Greece,Vegetables leguminous nes,7.065748360189203E-6,8.868617692294176E-5
Portugal,Sugar beet,-7.463795418110331E-6,1.392497829095944E-4
Albania,Peaches and nectarines,-4.316073105236053E-6,1.7264292420944212E-5
Cameroon,Coconuts,3.752176337146005E-7,1.3329090454614702E-5
Portugal,Beans dry,-1.7744855165090608E-5,2.038865935807713E-4
Mexico,Leeks other alliaceous vegetables,-7.576893220161399E-6,1.232188915926024E-4
Luxembourg,Rapeseed,2.40741936562809E-7,6.786585608489442E-5
Kazakhstan,Rye,-6.851142037776273E-5,1.752256519147709E-4
Hungary,Chestnut,-2.2740107444743846E-5,1.6236674628108486E-4
Cyprus,Grapes,-2.5374285927647583E-7,0.0011737691078234642
Panama,Cabbages and other brassicas,2.729362487711812E-5,1.6032156304674673E-4
Jordan,Figs,-1.690031252543136E-5,3.2196802426996386E-4
Romania,Apricots,1.0520839514493487E-5,3.0443591956168324E-4
Uruguay,Linseed,-9.727496940432223E-5,8.857534942831441E-4
Jamaica,Lettuce and chicory,2.2963323472441776E-7,4.258777618271491E-4
Sri Lanka,Lemons and limes,1.176905141874949E-5,8.453456413181463E-5
Malaysia,Chillies and peppers green,1.9831273103751823E-5,2.1690454957228548E-5
Greece,Fruit citrus nes,-3.022330758450545E-5,1.8847113938504648E-4
Syrian Arab Republic,Fruit stone nes,-2.3848981997040927E-5,4.5125962935447963E-4
Thailand,Rice paddy,9.429805466797946E-6,1.5753905089770955E-4
India,Sesame seed,1.3322326229257982E-5,1.5171667557270112E-4
India,Oilseeds nes,2.7083307333791606E-5,1.2118898509126273E-4
Italy,Triticale,-1.8839025276981118E-5,5.9176196162775535E-5
United States of America,Avocados,-6.74052796782555E-5,4.533224257147539E-4
Portugal,Hops,2.5718701822204302E-5,1.8857658222076095E-4
Cabo Verde,Potatoes,3.763560921246601E-5,1.4136932801426714E-4
Gambia,Fruit fresh nes,-3.5446061997001624E-7,3.134625620171119E-5
Argentina,Garlic,-4.080868813306607E-5,5.944100472846168E-5
Slovakia,Garlic,6.69895129737638E-5,7.926102480873318E-4
Ukraine,Rye,-8.10953432667103E-6,2.9585898289819293E-4
Norway,Grain mixed,2.008997996155051E-6,5.325077626660754E-5
Oman,Mangoes mangosteens guavas,1.13234412171113E-9,-2.9035379785653016E-8
Tajikistan,Maize,3.761387821120705E-6,8.054052018662951E-5
Hungary,Chillies and peppers green,-2.2372633901559775E-5,2.5266187067411077E-4
Cameroon,Onions dry,-7.11390624216155E-5,1.5753787559555891E-4
Dominican Republic,Pineapples,2.0133981908263287E-5,2.774820402752557E-4
Australia,Rice paddy,-7.538964600414248E-5,1.3768806693697353E-4
Cuba,Tobacco unmanufactured,-1.834359364687526E-5,1.3694131010156155E-4
Indonesia,Roots and tubers nes,-6.985075977098833E-7,1.1280011689436346E-4
United States of America,Pumpkins squash and gourds,-3.9535927579069136E-7,1.0489620081959987E-4
Germany,Cauliflowers and broccoli,-5.119874648107075E-5,2.496366661156797E-4
New Zealand,Peas green,1.937301362757511E-5,1.3768927200073745E-4
Nigeria,Coconuts,5.731546315105691E-6,3.616851976087333E-4
Burundi,Taro cocoyam,-4.1678172635803917E-5,4.7206839645856793E-4
Hungary,Almonds with shell,1.5216833866612586E-5,8.739626708506315E-5
Nepal,Ginger,-6.52872476028567E-6,8.201385119569733E-5
Peru,Anise badian fennel coriander,-5.389954631700128E-6,6.524047484708514E-6
Egypt,Sunflower seed,1.1461198576219186E-4,3.119213489189911E-4
Argentina,Tomatoes,1.5002723482389242E-5,2.2193185075355604E-4
Albania,Watermelons,-2.5527896308985377E-5,8.008157802428268E-5
Barbados,Maize,-3.2561388280366264E-6,1.012142469392355E-4
Slovenia,Grapes,-1.8382338445368736E-6,6.882986397045147E-5
Japan,Roots and tubers nes,-8.845644349692552E-6,2.2575631424524156E-4
El Salvador,Cassava,7.611094406938914E-6,3.220148035339687E-4
Jordan,Barley,1.4499146935978026E-5,1.9242732305213423E-4
Spain,Safflower seed,1.2925052531278044E-4,1.0999571078076982E-4
China,Buckwheat,-1.20850557225348E-5,5.974829806537041E-5
Romania,Chillies and peppers dry,-2.3328836371470593E-5,8.143904107284779E-5
Morocco,Seed cotton,2.476762146121387E-5,8.317488666314434E-5
India,Plums and sloes,4.252253680368267E-6,8.845169536365623E-5
Slovakia,Wheat,9.574779911861001E-6,6.374788257380318E-5
Israel,Almonds with shell,-3.2140468308103706E-4,0.0011407765158972425
China,Peaches and nectarines,1.130682312020068E-5,1.7362462119762312E-4
Cyprus,Onions shallots green,-8.714825673265314E-6,3.152211937000798E-4
Lebanon,Grapefruit inc. pomelos,4.437770651913207E-5,2.517353504903442E-4
Croatia,Rapeseed,2.613975285733976E-7,4.350889412429708E-6
Portugal,Cucumbers and gherkins,6.413723215776546E-6,1.5870562457425662E-5
Brunei Darussalam,Pumpkins squash and gourds,-2.600870173342716E-6,-2.039108916399475E-5
Syrian Arab Republic,Melons other inc.cantaloupes,-4.956343776169445E-5,5.935365947870306E-5
Ukraine,Cabbages and other brassicas,-1.2028894594001686E-5,2.732321240854468E-4
Dominican Republic,Melons other inc.cantaloupes,8.191283201833137E-5,4.484875743894341E-4
Netherlands,Tomatoes,-2.1124196212216047E-5,4.487027552735614E-5
Venezuela (Bolivarian Republic of),Cocoa beans,2.841669070448099E-5,6.527677432900062E-4
